node,x,y,demand
0,37.0,35.0,0
1,61.0,78.0,6
2,18.0,33.0,11
3,10.0,7.0,14
4,48.0,26.0,7
5,96.0,58.0,12
6,16.0,97.0,16
7,102.0,67.0,6
8,97.0,67.0,18
9,20.0,17.0,7
10,110.0,77.0,20
11,26.0,101.0,7
12,102.0,74.0,23
13,98.0,64.0,16
14,71.0,82.0,10
15,101.0,60.0,9
16,104.0,69.0,18
17,70.0,85.0,8
18,17.0,9.0,15
19,56.0,34.0,9
20,105.0,69.0,23
21,20.0,8.0,7
22,103.0,63.0,15
23,105.0,76.0,14
24,25.0,35.0,21
25,28.0,43.0,25
26,58.0,36.0,14
27,56.0,32.0,11
28,65.0,87.0,19
29,70.0,80.0,12
30,100.0,65.0,8
31,102.0,61.0,25
32,99.0,73.0,17
33,24.0,103.0,22
34,26.0,107.0,11
35,21.0,39.0,16
36,99.0,71.0,16
37,20.0,16.0,8
38,56.0,30.0,23
39,51.0,31.0,15
40,106.0,70.0,13
