node,x,y,demand
0,73.0,89.0,0
1,97.0,22.0,18
2,19.0,31.0,11
3,23.0,95.0,18
4,18.0,89.0,17
5,60.0,94.0,21
6,9.0,26.0,6
7,71.0,7.0,12
8,10.0,80.0,6
9,27.0,64.0,21
10,46.0,32.0,14
11,26.0,0.0,2
12,8.0,8.0,5
13,63.0,101.0,12
14,16.0,10.0,23
15,30.0,69.0,23
16,26.0,103.0,19
17,20.0,0.0,18
18,99.0,32.0,8
19,16.0,33.0,21
20,79.0,13.0,7
21,18.0,30.0,19
22,27.0,41.0,18
23,34.0,4.0,7
24,19.0,0.0,6
25,12.0,33.0,12
26,11.0,28.0,21
27,101.0,0.0,6
28,69.0,98.0,21
29,69.0,102.0,20
30,15.0,81.0,18
31,26.0,90.0,6
32,65.0,100.0,20
33,14.0,29.0,20
34,21.0,40.0,23
35,10.0,29.0,4
36,81.0,10.0,21
37,53.0,37.0,4
38,31.0,9.0,6
39,21.0,36.0,9
40,24.0,98.0,21
41,15.0,14.0,5
42,28.0,36.0,20
43,19.0,0.0,11
44,30.0,102.0,16
45,81.0,15.0,48
46,12.0,86.0,2
47,30.0,65.0,15
48,66.0,99.0,15
49,17.0,89.0,22
50,102.0,29.0,25
51,16.0,31.0,23
52,17.0,33.0,5
53,32.0,8.0,24
54,11.0,11.0,11
55,61.0,102.0,24
56,16.0,88.0,20
57,29.0,9.0,21
58,15.0,9.0,10
59,14.0,85.0,24
60,63.0,95.0,3
61,29.0,32.0,9
62,19.0,32.0,5
