id,lat,lng,demand
0,10.7626,106.6602,0
1,10.729368263628599,106.70400155837456,6
2,10.714828163082451,106.64104347500172,9
3,10.705750842448856,106.71316795323244,26
4,10.794079951082837,106.61750771376201,26
5,10.783720368879113,106.64458953639189,35
6,10.78053289052273,106.71406060773772,4
7,10.733435217008207,106.62743802236864,20
8,10.749127932678517,106.7099320577545,5
9,10.767316538663044,106.64951829915285,5
10,10.821575299188199,106.67752300720836,25
11,10.796248033830366,106.65741342126647,24
12,10.736810875704373,106.72044589124812,32
13,10.772915755212615,106.61331828113886,9
14,10.763319539139788,106.69585620235118,15
15,10.733405942685277,106.6278178130607,44
16,10.764043867176664,106.7046742674786,8
17,10.775441902634336,106.7157181272324,30
18,10.724527475715274,106.71053144565202,20
19,10.72270528163351,106.71163396935965,17
20,10.817248796700422,106.71785713697358,10
21,10.751132254287786,106.61904934281246,36
22,10.765794404923394,106.65230507407234,31
23,10.798089106129165,106.61444696175647,19
24,10.74477429987631,106.69790729874968,26
25,10.739854915478643,106.6166768926146,2
26,10.794705333559293,106.66337703817004,2
27,10.79573204055156,106.66729122915805,45
28,10.806443826263926,106.6548968598075,7
29,10.813283161587854,106.71921654026035,41
30,10.72142454924281,106.68814294119376,2
31,10.805015921852512,106.69651613180123,34
32,10.721905772855692,106.68663364295992,20
33,10.70288616033449,106.61904224697969,9
34,10.717690573898647,106.6236573577713,2
35,10.728153345980326,106.72207369248414,13
36,10.709804370415418,106.62594572632692,27
37,10.728703853298754,106.67122618965944,17
38,10.743056187070987,106.68305157485787,23
39,10.788700531235396,106.71089550504108,45
40,10.78771648684511,106.62052041363425,42
41,10.734761263127652,106.60427853983992,26
42,10.812175128636438,106.62970902081743,21
43,10.72517446442763,106.63352151553512,45
44,10.744795093531756,106.62674765728555,11
45,10.773288495795537,106.66301648117964,41
46,10.709665415668931,106.62456485203523,9
47,10.740593994069053,106.66172631861494,24
48,10.726787046127047,106.68778535869568,24
49,10.766088340911168,106.61108242319867,23
50,10.764900248646113,106.60650575859088,31
51,10.81885371658431,106.62692380978154,33
52,10.789932300023406,106.68381587289394,46
53,10.778369668170841,106.63720002167412,18
54,10.77058445349904,106.67075493714358,40
55,10.77723566395958,106.64678209639203,14
56,10.790786993914262,106.66417741291178,46
57,10.791790928421738,106.67927861988157,27
58,10.759636949767232,106.69851640541292,12
59,10.72666415011787,106.6082368381975,22
60,10.70824271984261,106.70381408347849,39
61,10.772469844597104,106.64694351410971,3
62,10.792987496369385,106.60455779626358,39
63,10.740460039254263,106.70754802258375,11
64,10.719215122635129,106.63129622787027,23
65,10.804077714176778,106.71737178808657,21
66,10.753290215416326,106.63907672617167,32
67,10.793815397353471,106.6087535789196,44
68,10.768702164338869,106.67859168443759,6
69,10.726936511046416,106.59949417638771,15
70,10.717834975997928,106.62025482757456,4
71,10.760438911855275,106.69812406921477,9
72,10.725570733486379,106.63462581328709,41
73,10.812887871905932,106.72077777441282,29
74,10.774009742793098,106.67175575742884,8
75,10.724898797126816,106.68434169747525,46
76,10.772495357584408,106.64772835538729,9
77,10.803657231873725,106.66086462595334,16
78,10.75620912292819,106.70246143365529,5
79,10.801414890665683,106.60425498904499,24
80,10.74915473739288,106.6080919580082,30
81,10.758266950833653,106.69892861073207,24
82,10.792779464399645,106.63950349319893,11
83,10.762174336587062,106.65647480824869,37
84,10.804737967865856,106.66429074921139,19
85,10.73421314467418,106.63871629859999,3
86,10.781190545699976,106.70760548618311,1
87,10.737899825164787,106.69347531541179,48
88,10.788163069628744,106.62969351584253,1
89,10.791981327145958,106.64483321364115,19
90,10.791818906014646,106.66774574469369,25
91,10.710266269171056,106.6584331679655,6
92,10.824531777260853,106.69272164750899,50
93,10.753315713392222,106.71103084020204,8
94,10.713469279956179,106.65372671566291,31
95,10.804197406171225,106.63068958724958,18
96,10.715071221302372,106.64027705659664,39
97,10.815708375284652,106.66449165826425,27
98,10.75304533594269,106.61305919561194,35
99,10.802799029790103,106.61541031017096,42
100,10.8335682,106.7441355,18
101,10.7281968,106.6413706,28
102,10.7332974,106.6408551,20
103,10.7824512,106.6773049,21
104,10.7848583,106.700098,49
105,10.841601,106.657255,38
106,10.8227031,106.7051972,17
107,10.7811643,106.6898451,31
108,10.7809198,106.689929,41
109,10.7923386,106.6760528,30
110,10.7987704,106.6865074,38
111,10.8050335,106.6667305,23
112,10.8092219,106.6689043,50
113,10.8032942,106.69257,50
114,10.780071,106.7039377,3
115,10.7536456,106.6582631,10
116,10.7528814,106.6695842,17
117,10.7538633,106.6664001,30
118,10.8085023,106.6781748,35
119,10.7669666,106.6962301,31
120,10.780868,106.6982351,43
121,10.7717072,106.687498,46
122,10.7573679,106.6744982,3
123,10.7416884,106.7299407,48
124,10.7806494,106.6984325,31
125,10.7815168,106.6926088,44
126,10.7567772,106.6534012,21
127,10.7670104,106.6872004,6
128,10.7702226,106.6938718,4
129,10.7917715,106.6913899,10
130,10.8115508,106.6958817,31
131,10.7862755,106.6660853,37
132,10.8000744,106.7110951,16
133,10.7676493,106.6953831,21
134,10.7559824,106.6628075,7
135,10.7820677,106.6288429,32
136,10.768208,106.6841501,40
137,10.7777196,106.6655017,31
138,10.7677546,106.6666246,10
139,10.7994166,106.696288,31
140,10.7567799,106.6852501,13
141,10.8000541,106.6962085,36
142,10.7863467,106.7016034,37
143,10.8483849,106.7746746,21
144,10.7886556,106.6760753,42
145,10.7501568,106.650781,40
146,10.8591589,106.7497676,50
147,10.7620711,106.6563833,7
