id,lat,lng,demand
0,16.0678,108.2208,0
1,16.032496870090903,108.2202322776521,9
2,16.038158838392423,108.22586768125689,11
3,16.09374509868067,108.2353084662704,1
4,16.056655648721375,108.24432898096299,12
5,16.05885106791203,108.21792367400943,33
6,16.07018774814954,108.20001225839236,50
7,16.056214448348296,108.21348747616892,47
8,16.03393315344411,108.2332221132246,26
9,16.035601622427382,108.21669172400998,33
10,16.030815232322286,108.21121092959592,14
11,16.064792635959762,108.20185844380792,10
12,16.05182459748889,108.24489487935554,17
13,16.05832795262854,108.21707968341056,24
14,16.04574005019863,108.22132565743112,33
15,16.058280368198414,108.2036174613987,3
16,16.09054449624899,108.24258265949095,9
17,16.039757096213215,108.18610323570458,24
18,16.08190391973064,108.24301254383478,47
19,16.104037451497522,108.25740048919663,2
20,16.03949101055954,108.18358828087517,26
21,16.03193949082467,108.22730589030074,21
22,16.048840211130127,108.23844515833842,49
23,16.053315110455557,108.176643775258,28
24,16.07195751513989,108.19345769474701,39
25,16.074184554064818,108.22368743480264,18
26,16.069149795182252,108.19322803680173,35
27,16.058607932425286,108.18392613186079,31
28,16.05597310243389,108.2127445320905,14
29,16.03309799429075,108.23833945460547,40
30,16.025377426917537,108.21282245555425,21
31,16.07002440634947,108.18701168532652,4
32,16.041535965638072,108.18462751580195,38
33,16.032211806818434,108.18853956789536,21
34,16.077305507128244,108.22928819470557,38
35,16.042139545924773,108.18226937040795,9
36,16.032660481239276,108.23180300533849,38
37,16.03471593851548,108.22144670969939,28
38,16.038978367176494,108.24623930839768,45
39,16.077463553498454,108.24408264213815,19
40,16.090998055767862,108.24268434158974,23
41,16.023230653803036,108.21286503725048,28
42,16.03759447153479,108.22245424827332,32
43,16.03443951920889,108.24103777861137,37
44,16.073461434471117,108.22082628970523,36
45,16.079882613100033,108.24224718662634,48
46,16.064114333313576,108.22037220021397,10
47,16.09002162034795,108.22760390215572,9
48,16.07358759498514,108.18375675208158,37
49,16.044594120930395,108.17926092087427,22
