node,x,y,demand
0,59.0,44.0,0
1,9.0,23.0,2
2,84.0,68.0,1
3,36.0,93.0,6
4,87.0,9.0,9
5,34.0,16.0,16
6,40.0,98.0,5
7,72.0,43.0,3
8,0.0,60.0,9
9,64.0,90.0,12
10,11.0,8.0,1
11,46.0,7.0,1
12,33.0,54.0,18
13,23.0,84.0,10
14,67.0,18.0,5
15,34.0,93.0,5
16,19.0,25.0,9
17,14.0,9.0,16
18,70.0,64.0,12
19,58.0,50.0,6
20,5.0,78.0,6
21,95.0,39.0,20
22,38.0,54.0,23
23,50.0,73.0,39
24,48.0,46.0,17
25,64.0,4.0,8
26,39.0,28.0,2
27,79.0,30.0,13
28,61.0,36.0,17
29,28.0,50.0,3
30,51.0,91.0,2
31,68.0,59.0,7
32,14.0,9.0,23
33,94.0,87.0,10
34,68.0,29.0,7
35,12.0,91.0,12
36,2.0,22.0,20
37,25.0,16.0,13
38,11.0,57.0,21
39,3.0,51.0,25
40,13.0,52.0,5
41,9.0,76.0,4
42,58.0,18.0,13
43,40.0,39.0,12
44,32.0,89.0,23
45,9.0,92.0,19
46,36.0,14.0,10
47,82.0,13.0,7
48,10.0,25.0,15
49,96.0,97.0,5
50,20.0,21.0,15
51,40.0,91.0,13
52,33.0,31.0,30
53,72.0,74.0,15
54,41.0,24.0,7
55,90.0,20.0,9
56,4.0,44.0,23
57,54.0,22.0,8
58,43.0,59.0,5
59,3.0,70.0,8
60,94.0,16.0,25
61,94.0,54.0,12
62,14.0,40.0,25
63,37.0,0.0,24
64,88.0,55.0,8
65,80.0,25.0,22
66,37.0,64.0,7
67,87.0,47.0,24
68,18.0,68.0,18
